Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
379,5,3,31,291,1,2,0,3,4,0,8,6,2,0,5,5,4,101,50,1,1,12,13,1,4,3,4,2,2,3,3,5,0,5,0,585,263,1,0,1,4,246,200,0,578,0,0,2,1,3,1,3,5,6,1,4,1,86,0,2,152,4,4,2,46,51,0,0,0,0,3,4,4,0,5,3,8,4,179000
380,4,3,21,95,1,1,3,3,4,0,18,2,2,0,0,4,5,28,0,1,1,3,14,3,0,3,4,0,3,3,3,3,67,5,0,505,293,1,4,1,4,257,127,0,518,0,0,2,0,3,1,2,4,6,1,2,5,12,2,1,56,4,4,2,0,0,100,0,0,0,3,4,4,0,4,4,8,4,127000
381,0,1,31,202,1,1,3,3,4,0,21,2,2,0,2,6,4,107,56,1,1,12,13,3,0,2,4,2,2,1,3,5,0,5,0,679,459,1,0,1,4,451,0,0,280,1,0,2,0,2,1,2,3,6,1,2,1,92,1,2,236,4,4,2,137,102,0,0,0,0,3,4,4,0,7,0,6,5,187750
382,5,3,50,444,1,2,0,3,4,0,5,2,2,0,5,6,4,107,56,1,1,12,13,3,0,2,4,2,2,3,0,5,0,5,0,565,227,1,0,1,4,192,235,0,577,0,0,2,1,3,1,2,6,6,0,5,1,92,1,2,282,4,4,2,78,41,0,0,0,0,3,4,4,0,3,1,8,4,213500
383,3,2,31,409,1,2,3,3,0,0,20,2,2,0,1,5,2,32,0,1,1,13,14,3,0,3,4,0,1,0,3,5,0,5,0,489,132,1,4,0,0,86,0,0,25,0,0,1,0,2,1,3,3,6,0,5,5,36,2,2,79,1,1,0,0,0,29,0,0,0,3,4,4,0,9,3,8,4,76000
384,5,3,110,1063,1,2,1,2,0,1,4,1,2,0,5,5,4,93,42,1,1,6,6,3,0,2,4,2,2,3,0,2,486,5,0,378,593,1,0,1,4,297,245,0,644,1,0,2,1,3,1,2,7,6,2,1,1,78,0,2,183,4,4,2,137,167,0,0,0,0,3,4,4,0,5,1,8,4,240000
385,11,3,14,41,1,2,3,3,4,0,0,2,2,4,2,7,4,105,55,1,1,12,13,1,4,2,4,2,2,3,3,2,4,5,0,663,436,1,0,1,4,432,0,0,264,0,0,2,0,2,1,2,4,6,1,4,1,90,0,2,123,4,4,2,80,10,0,0,20,0,3,4,4,0,3,4,8,4,192000
386,4,3,29,323,1,2,3,3,2,0,7,1,2,0,0,4,2,14,46,2,1,13,13,3,0,3,1,2,3,3,3,5,0,5,0,411,65,1,4,1,4,27,62,0,213,0,0,1,0,5,1,3,6,6,0,5,6,97,3,0,0,5,5,0,0,126,0,0,0,0,3,4,4,0,4,0,8,1,81000
387,8,3,43,202,1,2,3,3,4,0,7,2,2,0,7,5,5,77,26,3,1,8,8,1,167,3,4,1,3,3,0,0,313,5,0,258,301,1,0,1,4,330,0,0,178,1,0,1,0,3,1,3,4,6,1,1,5,63,2,1,76,4,4,2,186,0,0,0,0,0,3,1,4,0,9,3,8,0,125000
388,0,3,64,465,1,2,0,3,1,0,5,2,2,0,2,6,4,100,50,1,1,12,13,1,76,2,4,2,2,3,3,5,0,5,0,719,542,1,0,1,4,538,0,0,384,0,0,2,0,3,1,2,4,6,0,5,1,85,1,2,241,4,4,2,59,15,0,0,0,0,3,4,4,0,6,2,8,4,191000
389,5,3,67,826,1,2,3,3,4,0,16,2,2,0,5,9,4,108,58,1,1,12,13,2,178,0,4,2,0,3,0,2,574,5,0,251,630,1,0,1,4,667,94,0,765,1,0,2,1,3,1,0,7,6,1,0,3,94,0,3,387,4,4,2,121,114,0,0,0,0,3,4,4,0,7,2,6,5,426000
390,4,3,21,322,1,0,3,3,4,0,7,2,2,0,0,4,7,9,0,1,1,8,8,3,0,3,4,0,3,1,3,4,80,1,75,130,183,1,0,1,4,208,29,0,319,1,0,1,0,4,1,3,5,6,0,5,5,64,2,1,91,4,4,2,0,110,38,0,0,0,3,2,4,0,3,2,8,4,119000
391,5,3,42,798,1,2,0,3,1,0,11,2,2,0,5,5,4,102,52,1,1,12,13,3,0,3,4,2,0,3,3,0,349,5,0,49,146,1,0,1,4,100,355,0,649,1,0,2,1,3,1,2,5,6,1,4,3,87,0,2,228,4,4,2,64,151,0,0,0,0,3,4,4,0,5,3,8,4,215000
392,0,3,110,316,1,2,0,3,4,0,12,2,2,0,2,4,6,60,9,1,1,8,8,3,0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,1,4,150,0,0,56,0,0,1,0,3,1,3,3,6,0,5,1,45,1,1,46,4,4,2,0,0,0,0,0,0,3,2,2,13,6,1,8,4,106500
393,1,3,110,224,1,2,3,3,0,0,3,1,2,0,2,3,4,44,0,1,1,14,15,3,0,3,4,1,3,3,3,4,92,5,0,335,133,1,4,1,0,88,0,0,26,0,0,1,0,2,1,3,2,6,2,4,6,97,3,0,0,5,5,2,0,0,0,0,0,0,3,1,4,0,3,0,8,0,100000
394,4,3,31,556,1,2,3,3,4,0,17,2,2,0,0,4,5,43,0,1,1,8,8,3,0,3,4,1,3,3,3,5,0,5,0,458,106,1,2,1,0,58,11,0,123,0,0,1,0,2,1,3,3,6,0,5,5,28,2,1,19,4,4,2,0,27,0,0,0,0,3,4,4,0,6,1,8,4,109000
395,0,3,39,492,1,2,3,3,4,0,7,2,2,0,2,4,5,57,6,1,1,13,14,3,0,3,4,1,3,3,0,1,378,5,0,254,369,1,4,1,4,346,0,0,192,1,0,1,0,3,1,3,4,6,0,5,1,42,2,1,251,4,4,2,13,0,0,0,0,0,3,4,4,0,5,4,8,4,129000
396,0,3,31,202,1,2,3,2,4,0,5,2,2,0,2,4,4,73,22,3,1,8,8,3,0,3,4,1,3,3,0,4,398,5,0,51,201,1,4,1,4,159,0,0,61,0,0,1,0,2,1,3,4,6,0,5,5,71,1,2,253,4,4,2,136,0,0,0,0,0,3,4,4,0,8,3,8,4,123000
397,5,3,40,235,1,2,3,3,4,0,12,4,2,0,5,4,4,63,12,1,1,12,13,1,188,3,4,1,3,3,3,0,255,5,0,201,185,1,4,1,4,146,282,0,584,0,0,2,0,4,1,3,6,6,1,4,1,48,1,1,30,4,4,2,0,136,0,0,0,0,3,4,4,0,6,1,8,4,169500
398,1,4,31,404,1,2,3,3,0,0,9,2,2,0,2,4,1,24,0,1,1,8,8,3,0,3,1,0,1,2,3,5,0,5,0,573,245,1,2,1,3,295,0,0,146,0,0,1,0,2,1,3,4,1,0,5,5,8,2,1,71,3,3,0,0,0,0,0,0,0,3,4,4,0,10,1,8,0,67000
399,5,1,36,292,1,2,3,3,4,0,21,2,2,0,5,6,4,107,57,1,1,5,5,2,57,2,4,2,2,3,3,2,414,5,0,165,334,1,0,1,4,320,33,0,427,1,0,2,0,2,1,2,5,6,0,5,1,93,0,2,131,4,4,2,0,136,0,0,0,0,3,4,4,0,9,3,8,4,241000
400,11,3,9,951,1,2,1,3,4,0,24,2,2,4,2,7,4,97,46,1,1,3,3,3,0,2,4,2,2,3,3,2,403,5,0,306,439,1,0,1,4,444,0,0,274,1,0,1,1,1,1,0,2,6,2,2,1,82,0,2,182,4,4,2,59,20,0,0,52,0,3,4,4,0,11,2,8,4,245500
401,0,3,36,370,1,2,0,3,4,0,5,2,2,0,2,6,4,106,55,1,1,12,13,3,0,2,4,2,2,3,0,2,4,5,0,676,469,1,0,1,4,457,0,0,286,0,0,2,0,3,1,2,4,6,1,2,1,91,0,2,101,4,4,2,0,0,0,0,0,0,3,4,4,0,6,0,6,5,164990
402,1,3,31,569,1,2,3,3,4,0,19,2,2,0,2,4,7,43,47,1,1,13,14,3,0,3,4,2,3,3,3,5,0,5,0,419,70,1,0,1,4,32,0,0,7,0,0,1,0,2,1,3,2,6,0,5,5,28,2,1,19,4,4,0,97,0,0,0,0,0,3,0,4,0,7,2,8,4,108000
403,5,3,64,781,1,2,3,3,0,0,15,2,2,0,5,7,4,99,48,3,1,12,13,1,297,2,4,2,2,3,3,5,0,5,0,642,366,1,2,1,4,363,335,0,752,0,0,2,1,4,1,2,8,6,1,4,3,84,0,2,115,4,4,2,78,104,0,0,0,0,3,4,4,0,6,0,8,0,258000
404,5,3,110,591,1,2,0,3,4,0,8,2,2,0,5,5,4,96,46,1,1,8,8,3,0,3,4,2,2,3,3,5,0,5,0,504,147,1,2,1,4,101,185,0,444,0,0,2,1,3,1,3,5,6,1,4,3,81,0,2,86,4,4,2,0,28,0,0,0,0,3,4,4,0,4,1,8,4,168000
405,0,3,110,540,1,2,0,3,0,0,19,1,2,0,2,3,3,77,43,1,1,9,10,3,0,3,4,1,3,3,3,1,530,5,0,83,454,1,0,1,4,609,0,0,471,1,0,2,0,3,1,3,6,2,1,4,1,79,2,2,173,4,4,2,59,65,0,0,0,0,3,1,4,0,5,3,8,4,150000
406,4,3,22,608,1,2,3,3,4,0,18,2,2,0,0,5,4,39,0,1,1,8,8,3,0,3,4,0,3,3,3,5,0,5,0,613,317,1,0,1,0,364,0,16,484,0,0,1,0,3,1,3,4,1,0,5,5,24,2,1,19,4,4,2,0,0,0,0,0,0,3,4,4,0,2,2,8,4,115000
407,6,3,34,961,1,2,3,3,4,0,6,2,2,0,5,5,6,19,26,1,1,13,10,3,0,3,4,0,2,3,3,5,0,5,0,519,168,1,0,1,4,123,225,0,509,0,0,2,0,4,1,3,6,6,0,5,1,46,2,1,56,4,4,2,0,0,61,0,0,0,3,4,4,0,2,2,8,4,177000
408,5,3,80,917,1,2,3,3,0,0,16,2,2,0,5,6,4,107,56,1,1,12,13,1,221,2,4,2,0,1,3,5,0,5,0,612,316,1,0,1,4,290,337,0,729,0,0,2,1,3,1,2,7,6,1,2,1,92,1,3,422,4,4,2,118,50,0,0,0,0,3,4,4,0,7,1,6,5,280000
409,5,1,56,651,1,2,3,3,4,0,21,2,2,0,5,7,4,108,58,1,1,12,13,2,57,2,4,2,0,3,3,2,406,5,0,141,298,1,0,1,4,272,311,0,696,1,0,2,1,3,1,0,6,6,1,2,1,94,0,3,380,4,4,2,0,86,0,0,0,0,3,4,4,0,3,2,6,5,339750
410,0,3,39,492,1,2,3,3,4,0,7,2,2,0,2,4,2,59,8,1,1,2,2,3,0,3,1,1,3,0,3,5,0,5,0,674,451,1,4,1,0,435,0,0,267,0,0,1,0,3,1,3,3,4,0,5,1,44,2,1,75,4,4,2,0,0,0,0,0,0,3,4,4,0,5,3,0,0,60000
411,14,3,71,1054,1,2,3,0,4,0,8,2,2,1,2,4,4,56,5,3,1,13,14,3,0,3,4,1,3,3,2,4,512,5,0,0,310,1,4,0,4,278,0,0,134,1,0,1,0,3,1,3,3,6,0,5,1,41,0,2,236,4,4,2,170,0,0,0,0,0,3,4,4,0,0,0,8,4,145000
412,0,1,110,79,1,2,1,3,4,0,21,2,2,0,2,6,4,110,59,1,1,8,8,2,251,0,4,2,0,3,0,2,281,5,0,543,543,1,0,1,4,537,0,0,383,1,0,2,1,2,1,2,5,6,1,2,1,95,0,2,170,4,4,2,0,122,0,0,0,0,3,4,4,0,5,4,6,5,222000
413,1,4,27,402,1,0,3,3,4,0,17,0,2,0,2,4,5,31,0,1,1,14,15,3,0,3,4,1,3,3,3,5,0,5,0,595,283,1,2,1,0,258,0,0,120,0,0,1,0,2,1,3,3,6,1,2,5,15,2,2,79,4,4,2,0,0,47,0,0,0,3,4,4,0,2,4,8,4,115000
414,5,3,30,697,1,2,1,3,1,0,20,2,2,0,5,6,4,94,43,1,1,12,13,3,0,2,4,2,2,3,3,1,15,2,97,322,327,1,0,1,4,298,309,0,704,0,1,2,1,3,1,2,7,6,1,4,1,79,2,3,304,4,4,2,121,147,0,0,0,0,3,4,4,0,11,2,8,4,228000
415,0,3,44,392,1,2,0,3,4,0,8,2,2,0,2,6,4,108,57,1,1,12,13,3,0,2,4,2,2,3,0,2,4,5,0,684,481,1,0,1,4,473,0,0,301,0,0,2,0,3,1,2,4,6,0,5,1,93,0,2,98,4,4,2,46,20,0,0,0,0,3,4,4,0,7,1,6,5,181134
416,5,3,45,259,1,2,3,3,4,0,19,2,2,0,5,5,6,79,28,3,1,6,6,1,131,3,4,1,3,3,3,0,62,5,0,298,70,1,4,1,4,32,163,0,341,0,0,1,1,3,1,3,4,6,1,4,1,64,0,2,133,4,4,2,0,0,0,0,0,0,3,4,4,0,2,0,8,4,149500
417,6,3,57,1035,1,2,0,3,4,0,6,1,2,0,5,5,5,22,0,3,1,13,12,3,0,3,4,0,2,3,3,1,534,5,0,139,496,2,4,0,0,487,377,0,815,1,0,2,1,4,1,3,8,6,1,2,5,7,2,3,396,4,4,0,0,0,0,0,0,0,3,4,4,0,10,1,8,4,239000
418,4,3,31,294,1,2,3,3,4,0,7,2,2,0,0,4,5,43,0,1,1,8,8,3,0,3,4,0,3,3,3,0,116,5,0,284,117,1,1,0,1,70,25,0,184,1,0,1,1,3,1,3,5,6,0,5,5,28,2,1,19,4,4,1,0,0,0,0,0,0,3,4,4,0,3,1,8,1,126000
419,0,3,36,327,1,2,3,3,4,0,12,2,2,0,2,4,5,69,18,1,1,12,13,3,0,3,4,1,3,3,3,1,396,5,0,166,310,1,0,1,4,278,0,0,134,1,0,1,0,3,1,3,4,6,1,1,1,54,2,1,53,4,4,2,0,71,73,0,0,0,3,4,4,0,6,4,8,4,142000
420,10,4,49,189,1,2,3,3,4,0,11,2,2,2,6,6,4,98,48,1,1,12,13,1,129,3,2,2,2,1,1,2,581,5,0,8,482,1,0,1,4,475,0,0,304,2,0,2,0,2,2,3,6,6,0,5,1,83,0,4,355,4,4,2,0,0,0,0,0,0,3,4,4,0,10,2,8,2,206300
421,0,3,110,987,1,2,0,3,2,0,14,2,2,0,2,5,6,78,50,1,1,5,5,2,77,2,4,1,2,3,3,0,565,5,0,220,603,1,2,1,4,602,0,0,461,0,1,2,0,3,1,2,6,6,1,4,1,63,0,2,206,4,4,2,154,0,0,0,0,0,3,4,4,0,5,3,8,4,215000
422,0,3,71,1031,1,2,3,1,4,1,11,0,2,0,2,4,4,55,4,3,1,6,6,3,0,3,4,1,3,3,3,5,0,5,0,587,267,1,0,1,0,230,0,0,105,0,0,1,0,2,1,3,2,6,0,5,1,40,1,2,198,4,4,0,0,0,0,0,0,0,3,4,4,0,1,2,8,4,113000
423,5,3,51,438,1,2,3,3,4,0,15,2,2,0,5,7,4,99,48,1,1,12,13,1,267,2,4,2,2,3,3,2,487,5,0,313,543,1,2,1,4,533,356,0,816,1,0,2,1,4,1,2,6,6,1,4,1,84,0,3,316,4,4,2,0,54,0,0,0,0,3,4,4,0,5,2,8,4,315000
424,0,3,43,409,1,2,3,3,4,0,12,2,2,0,2,5,4,57,6,1,1,13,14,1,38,3,4,1,2,3,3,3,303,5,0,372,398,1,2,1,0,383,0,0,218,1,0,1,0,2,1,3,4,6,1,2,1,42,1,1,48,4,4,2,0,32,0,0,0,0,3,4,4,0,4,2,8,4,139000
425,5,4,31,46,1,0,3,1,4,0,17,2,2,0,5,6,7,47,42,1,1,6,6,3,0,3,2,1,3,3,3,5,0,5,0,408,61,1,2,1,4,49,135,0,334,0,0,1,1,3,1,3,4,6,2,2,5,33,2,1,19,4,4,1,0,0,44,0,0,0,3,4,4,0,8,3,8,4,135000
426,8,3,110,844,1,2,3,2,4,1,20,2,2,0,7,6,4,90,39,1,1,13,14,1,90,2,4,2,2,3,1,2,618,5,0,0,569,1,2,1,4,620,0,0,487,1,1,2,0,2,1,2,3,6,1,4,1,75,0,2,234,4,4,2,32,0,0,0,72,0,3,4,4,0,7,3,8,4,275000
427,0,3,48,349,1,2,0,3,4,0,12,2,2,0,2,3,5,58,7,3,1,8,8,3,0,3,4,1,3,3,3,4,101,5,0,390,205,1,0,1,4,168,0,0,67,0,0,1,0,3,1,3,3,6,0,5,5,50,2,1,76,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2,8,4,109008
428,0,3,35,162,1,2,3,3,4,0,5,2,2,0,2,6,4,108,57,1,1,12,13,1,63,2,4,2,2,3,3,2,336,5,0,349,406,1,0,1,4,389,0,0,224,1,0,2,0,2,1,2,4,6,0,5,1,93,1,2,278,4,4,2,49,42,0,0,0,0,3,4,4,0,8,1,6,5,195400
429,0,3,94,729,1,2,0,3,0,0,23,2,2,0,2,5,4,89,38,1,1,6,6,3,0,3,4,1,2,3,2,2,498,5,0,242,508,1,4,1,4,504,0,0,346,1,0,2,0,3,1,2,4,6,1,4,1,74,2,2,240,4,4,2,0,0,65,0,0,0,3,4,4,0,2,3,8,4,175000
430,12,4,0,6,1,2,3,3,4,0,2,2,2,3,5,5,4,72,21,1,1,6,6,1,151,3,4,1,3,3,3,0,163,5,0,36,17,1,4,1,4,4,51,0,104,0,0,1,1,2,1,3,2,6,0,5,5,57,2,1,30,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2,0,0,85400
431,4,4,31,117,1,2,0,0,4,0,17,1,2,0,0,5,6,24,48,1,1,8,8,3,0,3,4,0,3,3,3,5,0,5,0,548,204,1,2,1,4,302,1,0,219,0,0,1,0,4,1,3,5,6,0,5,6,97,3,0,0,5,5,0,0,82,0,0,0,0,3,2,4,0,8,2,3,0,79900
432,12,4,1,9,1,2,3,3,4,0,2,2,2,4,5,4,4,72,21,1,1,6,6,1,232,3,4,1,3,3,3,0,215,5,0,176,121,1,0,1,4,74,99,0,318,1,0,1,1,2,1,3,4,2,0,5,5,57,2,2,133,4,4,2,154,25,0,0,0,0,3,4,4,0,7,1,8,4,122500
433,5,3,71,653,1,2,0,3,0,0,8,2,2,0,5,5,4,98,48,1,1,12,13,3,0,3,4,2,2,3,3,5,0,5,0,559,218,1,0,1,4,182,133,0,463,0,0,2,1,3,1,3,5,6,1,4,1,83,0,2,156,4,4,2,0,25,0,0,0,0,3,4,4,0,6,2,8,4,181000
434,13,4,0,8,1,2,3,3,4,0,10,2,2,3,6,3,6,73,22,1,1,5,5,3,0,3,2,1,2,3,0,0,227,5,0,64,53,1,2,1,4,25,0,0,6,1,0,1,0,1,1,3,1,6,0,5,6,97,3,0,0,5,5,2,38,0,0,0,0,0,3,4,4,0,5,2,8,4,81000
435,5,3,14,635,1,2,1,3,1,0,5,4,2,0,5,6,5,97,46,1,1,12,13,3,0,2,4,2,2,3,0,2,161,0,66,18,142,1,0,1,4,116,222,0,498,1,0,2,1,3,1,2,4,6,1,4,1,82,1,2,221,4,4,2,89,49,0,0,0,0,3,4,4,0,3,3,5,4,212000
436,4,4,11,78,1,2,3,3,4,0,17,2,2,0,0,5,7,24,0,1,1,11,12,3,0,3,4,0,1,3,3,5,0,5,0,405,58,1,4,1,0,57,26,0,172,0,0,1,0,2,1,3,4,6,0,5,5,76,2,2,133,4,4,2,0,0,0,0,0,0,3,4,4,0,9,0,8,4,116000
437,3,4,21,135,1,2,3,3,4,0,3,2,2,0,1,5,6,30,54,1,1,13,14,3,0,2,4,2,3,3,3,5,0,5,0,541,197,1,2,1,4,166,0,0,66,0,0,1,0,2,1,3,2,6,0,5,5,14,2,1,3,4,4,2,0,0,36,0,0,0,3,4,4,0,0,3,8,4,119000
438,1,3,11,75,1,2,3,3,4,0,6,2,2,0,2,4,5,17,52,1,1,14,12,3,0,3,4,2,3,3,3,3,147,5,0,21,12,1,4,0,4,43,0,0,10,0,0,1,0,2,1,2,2,6,1,2,5,76,2,1,76,2,4,1,0,0,6,0,0,0,3,2,4,0,2,1,8,4,90350
439,4,3,38,810,1,0,3,3,0,0,7,2,2,0,0,5,7,24,50,1,1,13,14,3,0,3,4,0,3,0,2,5,0,5,0,424,75,1,2,1,4,38,54,0,218,0,0,1,0,3,1,2,5,6,0,5,5,91,2,2,205,4,4,2,0,34,0,0,0,0,3,0,2,11,7,3,4,4,110000
440,0,3,76,958,1,2,3,3,4,0,16,2,2,0,2,9,4,109,58,3,1,12,13,2,129,0,4,2,0,3,1,2,629,0,99,491,716,1,0,1,4,743,0,0,780,1,0,2,0,2,1,0,8,6,2,2,1,94,0,3,300,4,4,2,0,59,0,0,33,0,3,4,4,0,3,3,8,4,555000
441,10,3,63,784,1,2,3,3,4,0,7,2,2,2,2,3,3,56,5,1,1,12,13,1,177,3,4,1,3,3,3,0,33,5,0,683,531,1,4,0,1,520,0,0,361,0,0,2,0,4,2,1,6,6,0,5,6,97,3,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,8,2,8,4,118000
442,4,4,23,145,1,2,3,3,4,0,3,2,2,0,0,4,6,34,42,1,1,8,8,3,0,3,4,2,3,3,3,5,0,5,0,618,325,1,4,1,4,333,36,0,445,0,0,2,0,3,1,3,6,6,1,2,5,18,2,2,79,4,4,1,0,0,0,0,0,0,3,4,4,0,5,2,8,4,162900
443,11,3,24,58,1,2,3,3,4,0,0,2,2,4,2,6,4,107,57,1,1,14,15,1,37,2,4,2,0,3,0,5,0,5,0,670,438,1,0,1,4,424,0,0,257,0,0,2,0,2,1,2,4,6,1,2,1,93,0,3,288,4,4,2,78,7,0,0,0,0,3,4,4,0,5,1,6,5,172500
444,5,3,41,366,1,2,3,3,4,0,5,2,2,0,5,6,4,95,45,1,1,12,13,3,0,2,2,2,2,3,3,2,319,5,0,159,211,1,0,1,4,188,292,0,621,1,0,2,1,4,1,2,6,6,1,4,1,80,2,2,175,4,4,2,78,113,0,0,0,0,3,4,4,0,6,2,8,4,210000
445,0,3,44,525,1,2,3,3,0,0,7,2,2,0,2,5,4,57,6,3,1,13,14,3,0,3,4,1,3,3,3,5,0,5,0,715,529,1,1,1,4,642,0,0,516,0,0,1,0,3,1,3,5,6,1,2,1,42,2,2,166,4,4,2,0,0,0,0,0,0,3,2,4,0,10,3,0,4,127500
446,0,3,96,984,1,2,0,3,0,0,12,3,2,0,2,5,5,67,52,1,1,3,10,3,0,2,4,1,3,3,3,0,81,4,122,359,568,1,0,1,4,698,0,0,614,0,0,2,1,2,1,2,4,4,1,2,1,52,0,2,242,4,4,2,0,0,0,0,0,0,3,4,4,0,5,4,8,4,190000
447,5,3,110,694,1,2,0,3,0,0,8,2,2,0,5,6,4,99,49,1,1,12,13,3,0,2,4,2,2,3,3,5,0,5,0,561,221,1,2,1,4,204,279,0,613,0,0,2,1,4,1,2,8,6,1,4,1,84,0,2,124,4,4,2,39,0,0,0,0,0,3,4,4,0,6,0,8,4,199900
448,4,4,21,350,1,2,3,0,4,0,9,2,2,0,0,5,5,40,0,1,1,8,8,3,0,3,4,0,3,3,3,5,0,5,0,487,130,1,4,1,4,84,98,0,326,0,0,2,0,3,1,3,5,6,1,2,5,25,2,1,7,4,4,0,0,0,0,0,0,0,3,4,4,0,5,0,8,4,119500
449,4,4,21,135,1,2,3,3,4,0,17,2,2,0,0,2,6,49,52,1,1,8,8,3,0,3,2,1,3,3,3,0,128,5,0,195,59,1,0,1,4,35,51,0,212,0,0,1,1,2,1,3,4,6,0,5,5,67,2,1,56,4,4,2,0,142,0,0,0,0,3,4,4,0,5,1,8,4,120000
450,1,4,41,122,1,2,3,3,4,0,17,2,2,0,2,5,7,34,55,3,1,13,14,3,0,3,4,0,3,3,3,5,0,5,0,509,152,1,0,1,0,107,0,0,34,0,0,1,0,2,1,2,3,6,0,5,5,20,2,1,31,1,1,0,0,95,0,0,0,0,3,4,4,0,5,0,8,4,110000
451,0,3,33,1068,1,2,0,2,4,1,4,2,2,0,2,6,4,76,25,1,7,9,10,3,0,3,4,1,2,3,1,0,328,5,0,537,574,1,4,1,4,566,0,0,419,1,0,2,0,2,1,2,3,6,2,4,1,61,2,2,240,4,4,2,125,42,0,0,0,0,3,4,4,0,11,0,8,4,280000
452,5,3,110,454,1,2,0,3,0,0,23,2,2,0,5,5,4,97,47,3,1,12,13,1,18,2,4,2,0,3,3,0,380,5,0,59,189,1,0,1,4,155,240,0,557,1,0,2,1,3,1,3,5,6,0,5,1,82,0,2,116,4,4,2,78,103,0,0,0,0,3,4,4,0,6,1,8,4,204000
453,5,1,46,409,1,2,3,3,4,0,21,2,2,0,5,7,4,109,58,1,1,12,13,3,0,2,4,2,2,3,3,5,0,5,0,477,122,1,0,1,4,87,206,0,456,0,0,2,1,3,1,2,4,6,0,5,1,94,1,2,303,4,4,2,0,20,0,0,0,0,3,4,4,0,5,3,8,4,210000
454,10,3,34,452,1,2,3,3,4,0,11,2,2,2,2,4,4,77,26,1,1,9,10,3,0,3,4,1,3,3,3,0,623,5,0,55,648,1,4,1,4,664,0,0,544,2,0,2,0,4,2,3,6,6,0,5,5,62,2,2,228,4,4,2,0,0,0,0,0,0,3,4,4,0,6,0,8,3,188000
455,0,3,51,498,1,2,3,3,4,0,14,2,2,0,2,6,5,74,23,3,1,6,6,1,209,3,4,1,3,3,3,0,461,5,0,202,427,1,1,1,4,414,0,0,247,0,0,1,1,3,1,3,4,6,1,4,1,59,2,2,205,4,4,2,0,0,0,0,0,0,3,4,4,0,8,1,8,4,175500
456,6,4,5,85,1,0,3,3,4,0,17,2,2,0,5,4,4,20,0,1,1,0,0,3,0,3,4,0,3,3,3,5,0,5,0,393,50,1,1,0,4,22,160,0,304,0,0,1,0,4,1,3,5,6,0,5,5,6,2,3,193,1,1,2,0,0,31,0,0,0,3,4,4,0,4,2,0,0,98000
457,0,3,110,1064,1,2,0,2,1,1,4,2,2,0,2,3,5,55,44,0,5,9,10,3,0,3,4,1,2,3,1,1,530,5,0,144,493,1,0,1,4,631,0,0,499,1,0,1,0,2,1,2,4,2,2,2,1,40,0,2,206,4,4,2,142,117,0,0,0,0,3,4,4,0,2,2,8,4,256000
458,6,4,110,99,1,0,3,3,4,0,17,2,2,0,5,7,6,29,46,3,1,11,15,3,0,3,2,2,3,3,3,5,0,5,0,375,40,1,1,1,4,120,221,0,502,0,0,1,0,3,1,2,5,6,1,2,5,13,2,1,16,4,4,2,118,51,0,0,0,0,3,2,4,0,5,2,8,4,161000
459,4,3,110,182,1,2,0,0,0,0,3,2,2,0,0,4,3,51,0,1,1,8,8,0,103,3,4,1,3,3,3,3,49,5,0,336,89,1,4,1,4,223,7,0,222,1,0,1,0,3,1,2,3,6,1,4,5,36,2,1,76,4,4,2,0,0,102,0,0,0,3,4,4,0,6,3,8,4,110000
460,5,1,46,278,1,2,0,3,4,0,21,6,2,0,5,7,4,110,59,1,1,12,13,2,65,2,4,2,2,3,3,2,257,5,0,170,164,1,0,1,4,119,338,0,635,1,0,2,1,3,1,3,6,6,0,5,3,95,0,2,223,4,4,2,0,125,0,0,0,0,3,4,4,0,11,3,6,5,263435
461,6,3,31,202,1,2,3,3,4,0,18,1,2,0,5,6,8,39,57,1,1,13,14,3,0,2,2,2,2,1,3,0,137,1,44,0,34,1,0,1,4,14,77,0,185,1,0,1,0,3,1,2,4,6,0,5,5,57,1,2,240,4,4,2,164,0,0,0,0,0,3,2,4,0,3,3,8,4,155000
